# ----------------------------------------
# Report CSV Export
# Account: Hartmann&Forbes
# Property: HartmannForbes GA4
# ----------------------------------------
# 
# Session medium exactly matches organic
# Start date: 20230701
# End date: 20231219
Session medium,Landing page + query string,Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count,Conversions,Total revenue
organic,/windowcoverings/styles/sudare-style,35,62,32,56.774193548387096,0.9142857142857143,5.935483870967742,0.5161290322580645,368,0,0
organic,/amy-meier,47,60,33,52.233333333333334,0.7021276595744681,8.1,0.55,486,0,0
organic,/performance-fabric,47,60,45,141.7,0.9574468085106383,14.183333333333334,0.75,851,0,0
organic,/windowcoverings/styles/traditional-style,47,60,41,87.33333333333333,0.8723404255319149,8.733333333333333,0.6833333333333333,524,0,0
organic,/privacy-liner-fabric,41,56,46,52.464285714285715,1.1219512195121952,7.160714285714286,0.8214285714285714,401,0,0
organic,/user/login?current=node/744,47,54,14,42.370370370370374,0.2978723404255319,7.2592592592592595,0.25925925925925924,392,0,0
organic,/soft-natural-fabric,31,51,26,22.941176470588236,0.8387096774193549,5.666666666666667,0.5098039215686274,289,0,0
organic,/woven-size-papyrusweave,35,51,30,100.84313725490196,0.8571428571428571,9.843137254901961,0.5882352941176471,502,0,0
organic,/specialty,36,49,31,91.40816326530613,0.8611111111111112,9.795918367346939,0.6326530612244898,480,0,0
organic,/windowcoverings/styles/roller-style,26,47,24,60.659574468085104,0.9230769230769231,7.340425531914893,0.5106382978723404,345,0,0
organic,/windowcoverings/styles/dual-%E2%80%93-roman-roller,36,43,36,82.81395348837209,1,7.069767441860465,0.8372093023255814,304,0,0
organic,/installation-instructions,32,42,24,31.595238095238095,0.75,6.476190476190476,0.5714285714285714,272,0,0
organic,/spring-summer-2023,24,41,21,66.8048780487805,0.875,8.975609756097562,0.5121951219512195,368,0,0
organic,/user/login?current=resources/samples/windowcoverings,39,39,2,12.666666666666666,0.05128205128205128,5.487179487179487,0.05128205128205128,214,0,0
organic,/brochures,25,36,24,82.88888888888889,0.96,11.583333333333334,0.6666666666666666,417,0,0
organic,/tailored-size-grassweave,28,36,24,281.9166666666667,0.8571428571428571,21.305555555555557,0.6666666666666666,767,0,0
organic,/windowcoverings/styles/rollershade,25,36,22,104.27777777777777,0.88,12.416666666666666,0.6111111111111112,447,0,0
organic,/lisa-kanning,23,35,26,106.48571428571428,1.1304347826086956,11.228571428571428,0.7428571428571429,393,0,0
organic,/project-profile-mf,27,35,25,76.68571428571428,0.9259259259259259,6.485714285714286,0.7142857142857143,227,0,0
organic,/windowcoverings/styles/faux-roman-valance,35,35,30,31.428571428571427,0.8571428571428571,6.257142857142857,0.8571428571428571,219,0,0
organic,/about-us,28,34,26,239.85294117647058,0.9285714285714286,11.235294117647058,0.7647058823529411,382,0,0
organic,/newton,32,33,26,81.06060606060606,0.8125,9.06060606060606,0.7878787878787878,299,0,0
organic,/windowcoverings/styles/splitview-style-0,21,33,21,31.454545454545453,1,7.333333333333333,0.6363636363636364,242,0,0
organic,/j-randall-powers,26,32,25,54.0625,0.9615384615384616,8.40625,0.78125,269,0,0
organic,/windowcoverings/styles/dual-–-roman-roller,31,31,29,65.90322580645162,0.9354838709677419,7.903225806451613,0.9354838709677419,245,0,0
organic,/calculators,29,30,24,60.46666666666667,0.8275862068965517,8.566666666666666,0.8,257,0,0
organic,/grassweave-essence,25,30,22,141.1,0.88,14.933333333333334,0.7333333333333333,448,0,0
organic,/tailored-size-colourweave,24,29,23,83.86206896551724,0.9583333333333334,8,0.7931034482758621,232,0,0
organic,/windowcoverings/styles/rollerfold-style,14,29,15,101.03448275862068,1.0714285714285714,7.655172413793103,0.5172413793103449,222,0,0
organic,/automation-support,17,28,13,21.892857142857142,0.7647058823529411,6.428571428571429,0.4642857142857143,180,0,0
organic,/studio-concepts,25,27,20,127.88888888888889,0.8,13.296296296296296,0.7407407407407407,359,0,0
organic,/erinn-v,26,26,22,30.53846153846154,0.8461538461538461,8.807692307692308,0.8461538461538461,229,0,0
organic,/windowcoverings/styles/flat-valance,21,25,18,93.28,0.8571428571428571,14.36,0.72,359,0,0
organic,/measure,13,24,10,26.208333333333332,0.7692307692307693,5.375,0.4166666666666667,129,0,0
organic,/client-support,8,23,12,43.52173913043478,1.5,7.826086956521739,0.5217391304347826,180,0,0
organic,/blackout-liner,21,22,21,156.0909090909091,1,20.181818181818183,0.9545454545454546,444,0,0
organic,/blog/control-cord-chain-options-update,21,22,14,35.45454545454545,0.6666666666666666,4.136363636363637,0.6363636363636364,91,0,0
organic,/project-profile-tt,18,22,14,59.59090909090909,0.7777777777777778,4,0.6363636363636364,88,0,0
organic,/translucent-liner,19,22,19,86.54545454545455,1,11.318181818181818,0.8636363636363636,249,0,0
organic,/trim,19,22,15,53.22727272727273,0.7894736842105263,8.545454545454545,0.6818181818181818,188,0,0
organic,/careers,15,21,19,91.66666666666667,1.2666666666666666,10.666666666666666,0.9047619047619048,224,0,0
organic,/tailored-size-papyrusweave,11,21,14,42.95238095238095,1.2727272727272727,7.333333333333333,0.6666666666666666,154,0,0
organic,/blog/announcing-new-showroom-nyc,16,20,13,117.55,0.8125,8,0.65,160,0,0
organic,/faq,18,20,15,66.4,0.8333333333333334,10.7,0.75,214,0,0
organic,/install-roller-leveling,19,20,15,148.15,0.7894736842105263,9.35,0.75,187,0,0
organic,/shopping-bag/checkout,6,20,19,109.85,3.1666666666666665,7.05,0.95,141,0,0
organic,/showroom-hub/lead-time,5,19,9,70.47368421052632,1.8,6.7368421052631575,0.47368421052631576,128,0,0
organic,/jap%C3%B3n-garden,13,18,16,69.61111111111111,1.2307692307692308,7.611111111111111,0.8888888888888888,137,0,0
organic,/blog,13,17,12,101.3529411764706,0.9230769230769231,7.764705882352941,0.7058823529411765,132,0,0
organic,/windowcoverings/styles/splitview-style,15,17,15,80.94117647058823,1,8.235294117647058,0.8823529411764706,140,0,0
organic,/yardage-calculator,17,17,6,9,0.35294117647058826,4.647058823529412,0.35294117647058826,79,0,0
organic,/ethereal,14,16,15,59.1875,1.0714285714285714,9.125,0.9375,146,0,0
organic,/events,14,16,13,53.875,0.9285714285714286,6.625,0.8125,106,0,0
organic,/genesis,11,16,11,22.875,1,5.1875,0.6875,83,0,0
organic,/making-one-shade,10,16,8,63.375,0.8,6.625,0.5,106,0,0
organic,/reference-kit,11,16,13,74.25,1.1818181818181819,8.5625,0.8125,137,0,0
organic,/japón-garden,13,15,12,40.13333333333333,0.9230769230769231,7.6,0.8,114,0,0
organic,/taki,7,15,8,91.93333333333334,1.1428571428571428,9.266666666666667,0.5333333333333333,139,0,0
organic,/classic,9,14,9,13.642857142857142,1,7,0.6428571428571429,98,0,0
organic,/elements,9,14,9,25.571428571428573,1,6.5,0.6428571428571429,91,0,0
organic,/sustainability,8,14,12,142.35714285714286,1.5,9.285714285714286,0.8571428571428571,130,0,0
organic,/blog/introducing-our-new-showroom-–-tritex-fabrics-ltd-–-vancouver-bc,13,13,7,28.615384615384617,0.5384615384615384,5.461538461538462,0.5384615384615384,71,0,0
organic,/user/login?current=search/node,12,13,3,5.769230769230769,0.25,4.3076923076923075,0.23076923076923078,56,0,0
organic,/user/password,12,13,6,98.15384615384616,0.5,16.076923076923077,0.46153846153846156,209,0,0
organic,/blog/control-cord-chain-options-update-0,12,12,7,64.16666666666667,0.5833333333333334,5.916666666666667,0.5833333333333334,71,0,0
organic,/blog/what-is-ramie,11,12,8,87.5,0.7272727272727273,6.083333333333333,0.6666666666666666,73,0,0
organic,/grassweave-origins,8,12,6,48.666666666666664,0.75,7,0.5,84,0,0
organic,/paper-weave,11,12,8,95.16666666666667,0.7272727272727273,11,0.6666666666666666,132,0,0
organic,/user/login?width=775&height=400,11,12,7,37.333333333333336,0.6363636363636364,7.666666666666667,0.5833333333333334,92,0,0
organic,/cathedral,9,11,10,37.81818181818182,1.1111111111111112,10.818181818181818,0.9090909090909091,119,0,0
organic,/junsei,11,11,9,44.72727272727273,0.8181818181818182,7.090909090909091,0.8181818181818182,78,0,0
organic,/troubleshooting,4,11,3,17.545454545454547,0.75,4.7272727272727275,0.2727272727272727,52,0,0
organic,/woolen-mill,11,11,8,34.54545454545455,0.7272727272727273,13.090909090909092,0.7272727272727273,144,0,0
organic,/automation-project-management,9,10,7,97.8,0.7777777777777778,11.7,0.7,117,0,0
organic,/blog/discontinued-weave-pw89e-himalaya-everest-tailored-size-papyrusweave-collection,3,10,5,59.8,1.6666666666666667,9.3,0.5,93,0,0
organic,/blog/project-profile-marie-flanigan,9,10,4,21.2,0.4444444444444444,3.8,0.4,38,0,0
organic,/resources/samples/wallcoverings,8,10,10,108.8,1.25,8.9,1,89,0,0
organic,/tartan,6,10,9,129.6,1.5,13,0.9,130,0,0
organic,/user/login,10,10,8,124.7,0.8,12.4,0.8,124,0,0
organic,/7000,8,9,7,75.88888888888889,0.875,8.666666666666666,0.7777777777777778,78,0,0
organic,/blog/introducing-our-new-showroom-%E2%80%93-tritex-fabrics-ltd-%E2%80%93-vancouver-bc,7,9,8,43.666666666666664,1.1428571428571428,6,0.8888888888888888,54,0,0
organic,/essence,8,9,9,259.77777777777777,1.125,11.88888888888889,1,107,0,0
organic,/framework-wallcovering,7,9,8,49.666666666666664,1.1428571428571428,8,0.8888888888888888,72,0,0
organic,/grain-sack,7,9,6,45.55555555555556,0.8571428571428571,7.666666666666667,0.6666666666666666,69,0,0
organic,/how-work-us,8,9,7,44.666666666666664,0.875,5.777777777777778,0.7777777777777778,52,0,0
organic,/our-jobs,7,9,7,63.77777777777778,1,7.222222222222222,0.7777777777777778,65,0,0
organic,/plaid,8,9,8,70.55555555555556,1,12.444444444444445,0.8888888888888888,112,0,0
organic,/seaboard,9,9,8,140,0.8888888888888888,18.11111111111111,0.8888888888888888,163,0,0
organic,/sheer,8,9,9,156.11111111111111,1.125,27.555555555555557,1,248,0,0
organic,/uptown,7,9,8,19.77777777777778,1.1428571428571428,8.666666666666666,0.8888888888888888,78,0,0
organic,/windowcoverings/styles/hobbled-valance,9,9,4,67.33333333333333,0.4444444444444444,7,0.4444444444444444,63,0,0
organic,/windowcoverings/styles/structured-valance,9,9,5,27.555555555555557,0.5555555555555556,6.222222222222222,0.5555555555555556,56,0,0
organic,/403.html%3Fpage=/integrator-hub&from=,3,8,8,279,2.6666666666666665,34.25,1,274,0,0
organic,/aura-0,7,8,5,61.125,0.7142857142857143,13.375,0.625,107,0,0
organic,/blog/armenia-new-colorways,2,8,8,43.25,4,11.875,1,95,0,0
organic,/dash,7,8,8,32.5,1.1428571428571428,7.25,1,58,0,0
organic,/jg-plaid-WTS,7,8,6,84.25,0.8571428571428571,11.375,0.75,91,0,0
organic,/last-call,8,8,8,30.375,1,5.375,1,43,0,0
organic,/legal-privacy,7,8,5,57.625,0.7142857142857143,6.125,0.625,49,0,0
organic,/resources/samples/windowcoverings?field_systems_tid[]=408&field_family_color_tid[]=141,2,8,6,55.625,3,12.75,0.75,102,0,0
organic,/tabaret,8,8,5,10.5,0.625,5.125,0.625,41,0,0
organic,/user/login?destination=/reference-kit,8,8,2,15,0.25,5,0.25,40,0,0
organic,/whitecaps,7,8,7,56.875,1,6.75,0.875,54,0,0
organic,/wts-archive,8,8,7,58.375,0.875,9.5,0.875,76,0,0
organic,/alpine,6,7,5,187.14285714285714,0.8333333333333334,18.714285714285715,0.7142857142857143,131,0,0
organic,/baja,5,7,5,51.714285714285715,1,12.285714285714286,0.7142857142857143,86,0,0
organic,/blog/newton-smart-shade-system,5,7,5,22,1,6.428571428571429,0.7142857142857143,45,0,0
organic,/clarity,6,7,5,50,0.8333333333333334,10.428571428571429,0.7142857142857143,73,0,0
organic,/designer-collaborations,7,7,5,32.57142857142857,0.7142857142857143,6.571428571428571,0.7142857142857143,46,0,0
organic,/gossamer,5,7,4,28,0.8,7.571428571428571,0.5714285714285714,53,0,0
organic,/lake-shore,6,7,4,133.42857142857142,0.6666666666666666,13.857142857142858,0.5714285714285714,97,0,0
organic,/morgan,4,7,6,107.42857142857143,1.5,12.285714285714286,0.8571428571428571,86,0,0
organic,/resources/samples/windowcoverings?field_systems_tid[]=408&field_family_color_tid[]=141&field_family_color_tid[]=263&field_family_color_tid[]=264&field_family_color_tid[]=144&field_family_color_tid[]=149&field_family_color_tid[]=143&field_family_color_tid[]=268&field_family_color_tid[]=147&field_family_color_tid[]=679&field_product_privacy_level_tid[]=194&field_product_privacy_level_tid[]=271,2,7,1,0.42857142857142855,0.5,2.142857142857143,0.14285714285714285,15,0,0
organic,/search/node?search=MORNING+LINEN,1,7,2,1.4285714285714286,2,3.2857142857142856,0.2857142857142857,23,0,0
organic,/serenity-35-warp,3,7,4,9.857142857142858,1.3333333333333333,6.285714285714286,0.5714285714285714,44,0,0
organic,/serenity-5-warp,1,7,4,19.142857142857142,4,6.285714285714286,0.5714285714285714,44,0,0
organic,/vintage,6,7,6,50.42857142857143,1,11,0.8571428571428571,77,0,0
organic,/weathered,7,7,6,50.285714285714285,0.8571428571428571,15,0.8571428571428571,105,0,0
organic,/windowcoverings/styles/classic-style,7,7,6,23.142857142857142,0.8571428571428571,5.857142857142857,0.8571428571428571,41,0,0
organic,/403.html%3Fpage=/WLLK47-30G-sage-ground&from=,2,6,6,12.5,3,11.833333333333334,1,71,0,0
organic,/403.html%3Fpage=/cire-5-warp-%E2%80%93-wts-archive&from=https://hartmannforbes.com/quartz-0,1,6,0,1.3333333333333333,0,3.1666666666666665,0,19,0,0
organic,/403.html%3Fpage=/integrator-hub&from=https://www.google.com/,5,6,3,35.5,0.6,12.666666666666666,0.5,76,0,0
organic,/403.html%3Fpage=/mystique&from=,4,6,6,55.333333333333336,1.5,17,1,102,0,0
organic,/apsley-check,5,6,5,8.333333333333334,1,6.166666666666667,0.8333333333333334,37,0,0
organic,/bargello,5,6,6,35.666666666666664,1.2,6,1,36,0,0
organic,/blog/2021-hampton-designer-showhouse,6,6,6,35.333333333333336,1,5.5,1,33,0,0
organic,/blog/introducing-our-new-representative-showrooms-holly-hunt-%E2%80%93-new-york-and-shears-window-%E2%80%93%C2%A0san,5,6,4,156.5,0.8,7.166666666666667,0.6666666666666666,43,0,0
organic,/brushed,6,6,5,26.5,0.8333333333333334,11.5,0.8333333333333334,69,0,0
organic,/city-stitch,6,6,5,87,0.8333333333333334,7.666666666666667,0.8333333333333334,46,0,0
organic,/driftwood,6,6,4,30.333333333333332,0.6666666666666666,5.833333333333333,0.6666666666666666,35,0,0
organic,/kamakura,6,6,5,15.833333333333334,0.8333333333333334,4.833333333333333,0.8333333333333334,29,0,0
organic,/madeleine,5,6,3,18.666666666666668,0.6,4,0.5,24,0,0
organic,/resources/samples/windowcoverings?field_systems_tid[]=408&field_product_privacy_level_tid[]=271,1,6,6,657.6666666666666,6,48.166666666666664,1,289,0,0
organic,/safety-design,6,6,5,83.16666666666667,0.8333333333333334,5.5,0.8333333333333334,33,0,0
organic,/silesia,2,6,5,123.83333333333333,2.5,21.5,0.8333333333333334,129,0,0
organic,/tranquility,6,6,6,160.66666666666666,1,26.166666666666668,1,157,0,0
organic,/user/login?current=node/233,4,6,0,0,0,3.5,0,21,0,0
organic,/welcome,6,6,5,16.666666666666668,0.8333333333333334,4.666666666666667,0.8333333333333334,28,0,0
organic,/windowcoverings/styles/double-flat-valance,6,6,4,114.83333333333333,0.6666666666666666,8.666666666666666,0.6666666666666666,52,0,0
organic,/windowcoverings/styles/flat-traditional-style,4,6,4,20.333333333333332,1,5.833333333333333,0.6666666666666666,35,0,0
organic,/wl410-81-tahoe-starlight,4,6,4,16.666666666666668,1,9.666666666666666,0.6666666666666666,58,0,0
organic,/403.html%3Fpage=/calculators-roller&from=https://hartmannforbes.com/calculators,1,5,1,0,1,3,0.2,15,0,0
organic,/403.html%3Fpage=/heavenly-white&from=,1,5,5,229.6,5,38,1,190,0,0
organic,/aleutian,5,5,3,18.2,0.6,5.2,0.6,26,0,0
organic,/bamboo,5,5,4,22.8,0.8,6.8,0.8,34,0,0
organic,/blog/hartmannforbes-named-%E2%80%9C100-best-green-workplaces%E2%80%9D-oregon-10th-consecutive-year-top-ten-second,4,5,1,22.2,0.25,5.2,0.2,26,0,0
organic,/blog/hartmannforbes-ranked-first-time-100-best-companies-work-oregon,5,5,3,8.6,0.6,5.2,0.6,26,0,0
organic,/blog/holiday-house-hamptons,5,5,2,7.8,0.4,4.8,0.4,24,0,0
organic,/blog/natural-beauty-banana-fiber,5,5,4,210.8,0.8,11.4,0.8,57,0,0
organic,/cords,5,5,4,36,0.8,13.4,0.8,67,0,0
organic,/cross,4,5,4,147.2,1,29,0.8,145,0,0
organic,/glimmer,5,5,3,55.4,0.6,10.6,0.6,53,0,0
organic,/harbor,5,5,5,54.4,1,7,1,35,0,0
organic,/high-desert,4,5,4,82,1,13.8,0.8,69,0,0
organic,/integrator-hub,4,5,5,104.6,1.25,21.8,1,109,0,0
organic,/jacob-stripe,5,5,4,38.2,0.8,7.8,0.8,39,0,0
organic,/le1050-elements-sendal,5,5,5,183.2,1,14.6,1,73,0,0
organic,/le1051-glimmer-tulle,5,5,4,83.4,0.8,9,0.8,45,0,0
organic,/macrame,5,5,3,107,0.6,5.4,0.6,27,0,0
organic,/northsands,4,5,4,64.8,1,9,0.8,45,0,0
organic,/rollerfold-awards,3,5,4,815.2,1.3333333333333333,15.8,0.8,79,0,0
organic,/search/node?search=PE608-09,3,5,4,37.4,1.3333333333333333,8.4,0.8,42,0,0
organic,/search/node?search=Pw89,1,5,5,187.2,5,15,1,75,0,0
organic,/search/node?search=le1284,1,5,5,246,5,29.6,1,148,0,0
organic,/shopping-bag/checkout/complete,5,5,3,134.8,0.6,5.8,0.6,29,0,0
organic,/showroom-hub/sales-tools,4,5,4,32.6,1,5.6,0.8,28,0,0
organic,/strie,5,5,4,18.4,0.8,8.6,0.8,43,0,0
organic,/training-hub/hf-brand-basics,5,5,1,5.6,0.2,3.8,0.2,19,0,0
organic,/user/login?current=user/login,5,5,0,0,0,4,0,20,0,0
organic,/user/login?current=user/register,5,5,1,183.2,0.2,18.8,0.2,94,0,0
organic,/users/sharon,1,5,5,776.4,5,29.4,1,147,0,0
organic,/windowcoverings/styles/dual-–-roman-roller-0,5,5,4,33.4,0.8,7.4,0.8,37,0,0
organic,/zen,5,5,2,22.2,0.4,7.4,0.4,37,0,0
organic,/403.html%3Fpage=/LEMH502-06-natural&from=https://www.google.com/,2,4,3,209.5,1.5,14.5,0.75,58,0,0
organic,/403.html%3Fpage=/blog/mansion-may-2023-designer-showhouse-gardens&from=https://hartmannforbes.com/blog/mansion-may-2023-designer-showhouse-gardens/edit,2,4,3,179.25,1.5,8.25,0.75,33,0,0
organic,/403.html%3Fpage=/calculators-roller&from=,2,4,4,175.25,2,18.75,1,75,0,0
organic,/403.html%3Fpage=/conscious-beige&from=https://www.google.com/,1,4,4,52.25,4,15.5,1,62,0,0
organic,/403.html%3Fpage=/showroom-hub/lead-time&from=https://hartmannforbes.com/showroom-hub,2,4,4,96.5,2,16.75,1,67,0,0
organic,/403.html%3Fpage=/stone-0&from=https://www.google.com/,2,4,3,30.75,1.5,11.25,0.75,45,0,0
organic,/9000,4,4,4,47,1,16.25,1,65,0,0
organic,/acre,4,4,4,66.75,1,7.25,1,29,0,0
organic,/blog/2023-hampton-designer-showhouse,1,4,3,4.75,3,5.5,0.75,22,0,0
organic,/blog/7-common-specification-errors-how-avoid-them,4,4,4,90.75,1,20.25,1,81,0,0
organic,/blog/celebrating-25-years-handwoven-luxury,1,4,4,195.25,4,45,1,180,0,0
organic,/blog/hartmannforbes-named-“100-best-green-workplaces”-oregon-10th-consecutive-year-top-ten-second,4,4,4,26,1,5,1,20,0,0
organic,/blog/hartmannforbes-x-one-tree-planted,1,4,4,56,4,5.75,1,23,0,0
organic,/blog/join-us-paris-0,4,4,3,54.75,0.75,10.5,0.75,42,0,0
organic,/blog/mansion-may-2023-designer-showhouse-gardens,1,4,2,448.25,2,4.5,0.5,18,0,0
organic,/blog/natural-cork-wallcovering,2,4,3,45.75,1.5,6.5,0.75,26,0,0
organic,/blog/story-jacquard-hand-weaving,4,4,3,68.25,0.75,34.25,0.75,137,0,0
organic,/blog/we%E2%80%99ve-moved,4,4,2,16.25,0.5,6,0.5,24,0,0
organic,/blog/we’ve-moved,4,4,1,4.5,0.25,4,0.25,16,0,0
organic,/christopher-check,4,4,4,42.5,1,8.75,1,35,0,0
organic,/christopher-check-wl,3,4,3,32.75,1,9,0.75,36,0,0
organic,/coastline,3,4,3,252,1,11.25,0.75,45,0,0
organic,/crosshatch,4,4,4,216.75,1,16,1,64,0,0
organic,/dapple-0,4,4,4,71.75,1,10.75,1,43,0,0
organic,/district,3,4,3,44,1,8.5,0.75,34,0,0
organic,/essentia,4,4,3,51.75,0.75,12.75,0.75,51,0,0
organic,/illumination,4,4,4,47.5,1,12.75,1,51,0,0
organic,/interwoven-ii,4,4,3,94,0.75,13.5,0.75,54,0,0
organic,/le1015-elements-cambresine,4,4,4,28.5,1,12.25,1,49,0,0
organic,/le1096-vetiver-jahe,3,4,4,31,1.3333333333333333,12,1,48,0,0
organic,/le5215-ethereal-–-aire,4,4,4,26.75,1,14.75,1,59,0,0
organic,/leam31-03-gossamer-strie-chalk?width=1100&height=600,3,4,3,31.75,1,14.5,0.75,58,0,0
organic,/modern,4,4,4,123.5,1,14,1,56,0,0
organic,/oat,1,4,2,29.25,2,5.75,0.5,23,0,0
organic,/pw52-zen-%E2%80%93-stepping-stone,4,4,4,12.75,1,11.25,1,45,0,0
organic,/quartz,1,4,3,155.5,3,28.75,0.75,115,0,0
organic,/resources/samples/wallcoverings?combine=WL,2,4,2,55.5,1,7.75,0.5,31,0,0
organic,/search/node,4,4,0,0.25,0,3.25,0,13,0,0
organic,/sheer-liner,4,4,4,130.5,1,17.75,1,71,0,0
organic,/suzanne-biers-company-style-source,4,4,2,3,0.5,5.25,0.5,21,0,0
organic,/tahoe,4,4,4,34,1,8.75,1,35,0,0
organic,/tattersall,4,4,2,15,0.5,5.75,0.5,23,0,0
organic,/user/login?current=node/969,0,4,0,0,0,2.25,0,9,0,0
organic,/wicker,4,4,2,212.5,0.5,15.25,0.5,61,0,0
organic,/wl415-03-riverfront-sail,2,4,3,16.5,1.5,7.25,0.75,29,0,0
organic,/woodland,4,4,3,81.75,0.75,10.75,0.75,43,0,0
organic,/403.html%3Fpage=/boulevard&from=http://baidu.com/,3,3,0,0,0,3.6666666666666665,0,11,0,0
organic,/403.html%3Fpage=/client-support&from=,3,3,3,96.33333333333333,1,32.666666666666664,1,98,0,0
organic,/403.html%3Fpage=/farandine&from=,1,3,3,196.66666666666666,3,48,1,144,0,0
organic,/403.html%3Fpage=/hf-cart-summary&from=,1,3,3,182.33333333333334,3,36.333333333333336,1,109,0,0
organic,/403.html%3Fpage=/reference-kit&from=https://hartmannforbes.com/windowcoverings/styles/old-style,3,3,3,49,1,10.333333333333334,1,31,0,0
organic,/403.html%3Fpage=/sandle&from=https://www.google.com/,2,3,3,44,1.5,19.333333333333332,1,58,0,0
organic,/403.html%3Fpage=/silesia&from=,2,3,3,31.666666666666668,1.5,11,1,33,0,0
organic,/403.html%3Fpage=/stepping-stone&from=,2,3,3,436.3333333333333,1.5,42.666666666666664,1,128,0,0
organic,/403.html%3Fpage=/users/samples/orders&from=,1,3,3,109.66666666666667,3,17,1,51,0,0
organic,/403.html%3Fpage=/users/wcctubbgmailcom&from=,1,3,3,187.33333333333334,3,16,1,48,0,0
organic,/EC200-03-agate,1,3,2,0,2,2.6666666666666665,0.6666666666666666,8,0,0
organic,/LE5215-aire,1,3,3,0,3,3,1,9,0,0
organic,/PW101-12-medlar,1,3,1,6,1,2.6666666666666665,0.3333333333333333,8,0,0
organic,/blog/hartmannforbes-introduces-new-canada-showroom-partnership,3,3,3,214,1,16.333333333333332,1,49,0,0
organic,/blog/hartmannforbes-named-top-ten-“100-best-green-workplaces”-oregon-2023,3,3,2,9.666666666666666,0.6666666666666666,5.333333333333333,0.6666666666666666,16,0,0
organic,/blog/recognizing-child-safety-month,1,3,2,7.666666666666667,2,6.666666666666667,0.6666666666666666,20,0,0
organic,/blog/san-francisco-decorator-showcase-%E2%80%93-retrospective,3,3,3,38,1,4.333333333333333,1,13,0,0
organic,/cambresine,2,3,2,570.6666666666666,1,25.666666666666668,0.6666666666666666,77,0,0
organic,/care-maintenance,2,3,1,14.666666666666666,0.5,4,0.3333333333333333,12,0,0
organic,/cw72d-modern-stone,3,3,3,8.333333333333334,1,6.666666666666667,1,20,0,0
